"","CBSA","MDIV","STCOU","NAME","LSAD","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017"
"164",26900,NA,NA,"Indianapolis-Carmel-Anderson, IN","Metropolitan Statistical Area",1887877,1888090,1892470,1910429,1928986,1953213,1970850,1986872,2005612,2028614,4380,17959,18557,24227,17637,16022,18740,23002,6623,26920,26475,26476,26788,26748,26800,26769,3602,14978,15275,15745,15506,16202,16353,16081,3021,11942,11200,10731,11282,10546,10447,10688,911,3868,3934,3771,4069,4547,4626,4603,426,2177,3502,9733,2479,1022,3670,7763,1337,6045,7436,13504,6548,5569,8296,12366,22,-28,-79,-8,-193,-93,-3,-52
"165",26980,NA,NA,"Iowa City, IA","Metropolitan Statistical Area",152586,152586,152983,155493,158686,161594,164117,166655,168742,171491,397,2510,3193,2908,2523,2538,2087,2749,526,2039,2058,2109,2108,2171,2096,2120,231,845,859,906,928,944,982,986,295,1194,1199,1203,1180,1227,1114,1134,160,756,759,853,971,1043,1070,1065,-42,557,1215,846,391,280,-98,549,118,1313,1974,1699,1362,1323,972,1614,-16,3,20,6,-19,-12,1,1
"166",27060,NA,NA,"Ithaca, NY","Metropolitan Statistical Area",101564,101594,101764,101987,103067,104143,104286,104283,104561,104802,170,223,1080,1076,143,-3,278,241,247,845,934,917,856,861,789,806,121,692,652,675,690,714,627,621,126,153,282,242,166,147,162,185,197,970,1007,983,1085,1151,1160,1148,-156,-913,-207,-138,-1130,-1319,-1049,-1098,41,57,800,845,-45,-168,111,50,3,13,-2,-11,22,18,5,6
"167",27100,NA,NA,"Jackson, MI","Metropolitan Statistical Area",160248,160248,160119,159625,159908,159558,159343,159191,158215,158640,-129,-494,283,-350,-215,-152,-976,425,483,1831,1797,1787,1764,1826,1737,1711,422,1504,1582,1651,1587,1638,1688,1599,61,327,215,136,177,188,49,112,25,76,44,57,65,72,72,72,-213,-903,46,-536,-440,-396,-1097,251,-188,-827,90,-479,-375,-324,-1025,323,-2,6,-22,-7,-17,-16,0,-10
"168",27140,NA,NA,"Jackson, MS","Metropolitan Statistical Area",567122,567645,568849,574014,576440,577229,578559,578766,579558,578715,1204,5165,2426,789,1330,207,792,-843,1810,7881,7809,7481,7661,7443,7304,7204,941,4845,4934,5106,5107,5189,5295,5294,869,3036,2875,2375,2554,2254,2009,1910,127,414,461,396,567,639,647,641,218,1692,-904,-2063,-1792,-2706,-1871,-3398,345,2106,-443,-1667,-1225,-2067,-1224,-2757,-10,23,-6,81,1,20,7,4
"169",27180,NA,NA,"Jackson, TN","Metropolitan Statistical Area",130011,130018,130031,129714,130155,130376,129810,129184,129083,129235,13,-317,441,221,-566,-626,-101,152,389,1572,1665,1668,1626,1582,1592,1537,314,1258,1206,1292,1302,1396,1345,1319,75,314,459,376,324,186,247,218,0,62,43,58,64,68,75,75,-51,-690,-46,-198,-954,-882,-422,-137,-51,-628,-3,-140,-890,-814,-347,-62,-11,-3,-15,-15,0,2,-1,-4
"170",27260,NA,NA,"Jacksonville, FL","Metropolitan Statistical Area",1345596,1345598,1348910,1361962,1378059,1394206,1417740,1445986,1476503,1504980,3312,13052,16097,16147,23534,28246,30517,28477,4237,17671,17364,17421,17948,18233,18717,18748,2604,10966,11139,11745,11851,12359,12968,13288,1633,6705,6225,5676,6097,5874,5749,5460,778,3224,4160,3583,3968,4499,4338,4043,950,3149,5730,6888,13292,17702,20408,18921,1728,6373,9890,10471,17260,22201,24746,22964,-49,-26,-18,0,177,171,22,53
"171",27340,NA,NA,"Jacksonville, NC","Metropolitan Statistical Area",177772,177799,186889,185013,190719,192377,191866,193088,192199,193893,9090,-1876,5706,1658,-511,1222,-889,1694,1035,4432,4189,4559,4253,4293,4068,3939,158,864,924,898,980,1079,1163,1118,877,3568,3265,3661,3273,3214,2905,2821,495,278,3008,1394,787,1454,623,-56,6675,-5869,-576,-3423,-4655,-3450,-4418,-1058,7170,-5591,2432,-2029,-3868,-1996,-3795,-1114,1043,147,9,26,84,4,1,-13
"172",27500,NA,NA,"Janesville-Beloit, WI","Metropolitan Statistical Area",160331,160331,160263,159882,160092,160373,160970,161059,161421,162309,-68,-381,210,281,597,89,362,888,488,1957,1925,1880,1929,2028,1937,1935,308,1397,1407,1552,1403,1517,1498,1429,180,560,518,328,526,511,439,506,0,-18,12,58,79,101,107,107,-249,-924,-310,-81,16,-510,-181,282,-249,-942,-298,-23,95,-409,-74,389,1,1,-10,-24,-24,-13,-3,-7
"173",27620,NA,NA,"Jefferson City, MO","Metropolitan Statistical Area",149807,149805,149974,150340,150351,150650,150751,150958,151455,151465,169,366,11,299,101,207,497,10,439,1788,1769,1866,1781,1833,1735,1745,288,1237,1239,1292,1238,1325,1300,1347,151,551,530,574,543,508,435,398,25,98,152,92,128,139,147,144,3,-270,-673,-355,-560,-426,-84,-530,28,-172,-521,-263,-432,-287,63,-386,-10,-13,2,-12,-10,-14,-1,-2
"174",27740,NA,NA,"Johnson City, TN","Metropolitan Statistical Area",198716,198755,199010,199499,200256,200313,199911,200217,201343,202053,255,489,757,57,-402,306,1126,710,513,2065,2027,2043,2008,2005,1985,1987,478,2121,2209,2386,2257,2422,2321,2313,35,-56,-182,-343,-249,-417,-336,-326,9,51,94,103,116,139,132,134,212,507,847,308,-248,602,1333,907,221,558,941,411,-132,741,1465,1041,-1,-13,-2,-11,-21,-18,-3,-5
"175",27780,NA,NA,"Johnstown, PA","Metropolitan Statistical Area",143679,143674,143452,142561,141518,138749,137386,135854,134313,133054,-222,-891,-1043,-2769,-1363,-1532,-1541,-1259,377,1372,1369,1317,1280,1302,1331,1276,489,1876,1766,1862,1761,1920,1784,1745,-112,-504,-397,-545,-481,-618,-453,-469,11,30,39,51,42,46,46,46,-107,-408,-678,-2331,-927,-963,-1133,-834,-96,-378,-639,-2280,-885,-917,-1087,-788,-14,-9,-7,56,3,3,-1,-2
"176",27860,NA,NA,"Jonesboro, AR","Metropolitan Statistical Area",121026,121026,121255,122750,124136,125685,126670,128307,129789,131269,229,1495,1386,1549,985,1637,1482,1480,394,1668,1719,1719,1738,1867,1935,1906,276,1191,1204,1204,1217,1276,1258,1314,118,477,515,515,521,591,677,592,18,106,124,131,154,167,180,181,97,892,736,896,322,877,623,713,115,998,860,1027,476,1044,803,894,-4,20,11,7,-12,2,2,-6
"177",27900,NA,NA,"Joplin, MO","Metropolitan Statistical Area",175518,175516,175835,176638,174368,175140,175894,176733,177517,178507,319,803,-2270,772,754,839,784,990,598,2498,2475,2432,2445,2350,2364,2322,414,1796,1674,1837,1782,1804,1786,1740,184,702,801,595,663,546,578,582,27,144,158,148,143,166,171,171,116,-14,-3290,37,-34,147,38,244,143,130,-3132,185,109,313,209,415,-8,-29,61,-8,-18,-20,-3,-7
"178",27980,NA,NA,"Kahului-Wailuku-Lahaina, HI","Metropolitan Statistical Area",154924,154925,155078,156928,158782,161095,163509,164477,165472,166348,153,1850,1854,2313,2414,968,995,876,477,2031,2031,2040,2030,1951,1877,1878,260,1030,1089,1124,1115,1218,1263,1310,217,1001,942,916,915,733,614,568,146,639,730,687,754,807,825,820,-209,226,202,712,739,-555,-440,-501,-63,865,932,1399,1493,252,385,319,-1,-16,-20,-2,6,-17,-4,-11
"179",28020,NA,NA,"Kalamazoo-Portage, MI","Metropolitan Statistical Area",326589,326590,326865,328352,330308,332184,333779,334538,336257,338338,275,1487,1956,1876,1595,759,1719,2081,1016,4009,4021,4041,4104,4088,4006,4041,635,2786,2625,2707,2759,2931,2861,2960,381,1223,1396,1334,1345,1157,1145,1081,126,464,505,515,600,653,662,656,-210,-170,46,62,-304,-1027,-84,359,-84,294,551,577,296,-374,578,1015,-22,-30,9,-35,-46,-24,-4,-15
"180",28100,NA,NA,"Kankakee, IL","Metropolitan Statistical Area",113449,113449,113418,113477,112952,112207,111384,110756,110053,109605,-31,59,-525,-745,-823,-628,-703,-448,370,1341,1377,1330,1361,1335,1295,1295,300,1011,1017,1075,1084,1109,1143,1126,70,330,360,255,277,226,152,169,13,79,87,71,80,91,94,93,-108,-344,-982,-1087,-1197,-953,-949,-709,-95,-265,-895,-1016,-1117,-862,-855,-616,-6,-6,10,16,17,8,0,-1
"181",28140,NA,NA,"Kansas City, MO-KS","Metropolitan Statistical Area",2009342,2009338,2013412,2024880,2038501,2054039,2069602,2085221,2106382,2128912,4074,11468,13621,15538,15563,15619,21161,22530,7056,27718,27575,27612,27663,27697,27649,27565,3802,15911,15926,16581,16353,17077,16992,17106,3254,11807,11649,11031,11310,10620,10657,10459,583,2652,3113,2829,3112,3619,3618,3572,386,-2910,-968,1864,1379,1619,6901,8531,969,-258,2145,4693,4491,5238,10519,12103,-149,-81,-173,-186,-238,-239,-15,-32
"182",28420,NA,NA,"Kennewick-Richland, WA","Metropolitan Statistical Area",253340,253334,255553,263522,268235,270980,274207,278980,283799,290296,2219,7969,4713,2745,3227,4773,4819,6497,1082,4238,4366,4151,4125,4371,4375,4384,378,1638,1598,1635,1652,1701,1815,1860,704,2600,2768,2516,2473,2670,2560,2524,29,254,378,348,409,507,524,531,1375,4989,1568,-113,383,1605,1742,3439,1404,5243,1946,235,792,2112,2266,3970,111,126,-1,-6,-38,-9,-7,3
"183",28660,NA,NA,"Killeen-Temple, TX","Metropolitan Statistical Area",405300,405310,408277,412376,423529,424069,426600,432741,436803,443773,2967,4099,11153,540,2531,6141,4062,6970,1862,7947,7075,7766,7645,7670,7449,7496,509,2485,2475,2537,2725,2860,2909,2823,1353,5462,4600,5229,4920,4810,4540,4673,592,673,3105,1905,1824,2391,1640,1146,934,-2034,3299,-6687,-4231,-1022,-2122,1144,1526,-1361,6404,-4782,-2407,1369,-482,2290,88,-2,149,93,18,-38,4,7
"184",28700,NA,NA,"Kingsport-Bristol-Bristol, TN-VA","Metropolitan Statistical Area",309544,309512,309494,308993,308555,307793,307203,306182,305893,306659,-18,-501,-438,-762,-590,-1021,-289,766,802,2949,2985,3051,2921,2907,2960,2888,863,3718,3835,3949,3860,4033,3974,3756,-61,-769,-850,-898,-939,-1126,-1014,-868,1,-10,-40,-28,-10,0,3,2,75,304,492,182,400,144,733,1640,76,294,452,154,390,144,736,1642,-33,-26,-40,-18,-41,-39,-11,-8
"185",28740,NA,NA,"Kingston, NY","Metropolitan Statistical Area",182493,182512,182428,182516,181689,180965,180763,179952,179546,179417,-84,88,-827,-724,-202,-811,-406,-129,420,1738,1637,1596,1561,1537,1528,1518,416,1578,1613,1617,1620,1722,1700,1698,4,160,24,-21,-59,-185,-172,-180,83,366,356,397,410,433,453,453,-160,-423,-1212,-1105,-531,-1056,-686,-397,-77,-57,-856,-708,-121,-623,-233,56,-11,-15,5,5,-22,-3,-1,-5
"186",28940,NA,NA,"Knoxville, TN","Metropolitan Statistical Area",837571,837675,838748,843001,847269,851377,855695,860398,867870,877104,1073,4253,4268,4108,4318,4703,7472,9234,2325,9201,9442,9412,9161,9502,9498,9482,1930,8479,8598,9142,9072,9501,9221,9142,395,722,844,270,89,1,277,340,124,585,587,557,721,823,831,833,600,2973,2867,3294,3551,3927,6371,8052,724,3558,3454,3851,4272,4750,7202,8885,-46,-27,-30,-13,-43,-48,-7,9
"187",29020,NA,NA,"Kokomo, IN","Metropolitan Statistical Area",82752,82752,82750,82775,82807,82707,82563,82314,82339,82363,-2,25,32,-100,-144,-249,25,24,224,999,987,1054,951,989,985,964,173,867,897,989,942,1076,954,936,51,132,90,65,9,-87,31,28,19,72,40,19,22,24,28,26,-68,-171,-88,-177,-166,-178,-32,-25,-49,-99,-48,-158,-144,-154,-4,1,-4,-8,-10,-7,-9,-8,-2,-5
"188",29100,NA,NA,"La Crosse-Onalaska, WI-MN","Metropolitan Statistical Area",133665,133665,133903,134094,135298,135618,136108,136354,136442,136934,238,191,1204,320,490,246,88,492,396,1463,1458,1399,1462,1479,1415,1413,262,1160,1122,1154,1119,1204,1119,1145,134,303,336,245,343,275,296,268,25,52,41,46,54,58,61,59,89,-152,811,42,108,-69,-267,170,114,-100,852,88,162,-11,-206,229,-10,-12,16,-13,-15,-18,-2,-5
"189",29180,NA,NA,"Lafayette, LA","Metropolitan Statistical Area",466750,466744,467661,470693,474293,479811,485104,490041,491646,491558,917,3032,3600,5518,5293,4937,1605,-88,1579,6492,6510,6930,6995,7160,7148,6962,742,3997,3841,4116,4016,4236,4309,4427,837,2495,2669,2814,2979,2924,2839,2535,135,693,610,619,667,765,798,801,-20,-131,354,2067,1642,1265,-2031,-3427,115,562,964,2686,2309,2030,-1233,-2626,-35,-25,-33,18,5,-17,-1,3
"190",29200,NA,NA,"Lafayette-West Lafayette, IN","Metropolitan Statistical Area",201789,201798,202105,204455,207365,210227,212381,214657,217296,219239,307,2350,2910,2862,2154,2276,2639,1943,644,2434,2581,2640,2553,2689,2714,2690,278,1356,1386,1390,1377,1491,1395,1406,366,1078,1195,1250,1176,1198,1319,1284,257,1272,1467,1573,1709,1825,1845,1832,-326,26,271,66,-722,-742,-530,-1184,-69,1298,1738,1639,987,1083,1315,648,10,-26,-23,-27,-9,-5,5,11
"191",29340,NA,NA,"Lake Charles, LA","Metropolitan Statistical Area",199607,199629,199943,200475,201126,202209,203356,205357,207518,209357,314,532,651,1083,1147,2001,2161,1839,619,2687,2781,2796,2842,2838,2988,2939,517,1900,1856,1974,2023,2064,2071,2059,102,787,925,822,819,774,917,880,46,142,162,156,143,161,172,169,181,-375,-419,130,224,1074,1073,797,227,-233,-257,286,367,1235,1245,966,-15,-22,-17,-25,-39,-8,-1,-7
"192",29420,NA,NA,"Lake Havasu City-Kingman, AZ","Metropolitan Statistical Area",200186,200185,200315,202733,203262,203026,203320,204524,205385,207200,130,2418,529,-236,294,1204,861,1815,491,2011,1871,1746,1785,1856,1842,1798,570,2374,2577,2643,2524,2861,3174,3169,-79,-363,-706,-897,-739,-1005,-1332,-1371,-47,-107,-163,-138,-124,-107,-105,-105,258,2815,1381,806,1153,2299,2301,3276,211,2708,1218,668,1029,2192,2196,3171,-2,73,17,-7,4,17,-3,15
"193",29460,NA,NA,"Lakeland-Winter Haven, FL","Metropolitan Statistical Area",602095,602095,603135,609924,615639,622981,635152,649644,667018,686483,1040,6789,5715,7342,12171,14492,17374,19465,1753,7175,7248,7240,7484,7520,7693,7779,1301,5964,5835,6157,6140,6591,6935,6773,452,1211,1413,1083,1344,929,758,1006,445,2612,2555,2239,2878,3047,3167,3171,191,2943,1818,4041,7819,10407,13441,15226,636,5555,4373,6280,10697,13454,16608,18397,-48,23,-71,-21,130,109,8,62
"194",29540,NA,NA,"Lancaster, PA","Metropolitan Statistical Area",519445,519447,520307,523786,526870,530149,533746,536534,539137,542903,860,3479,3084,3279,3597,2788,2603,3766,1718,6975,7088,7038,7224,7302,7171,7206,1021,4494,4543,4931,4683,5056,4977,5008,697,2481,2545,2107,2541,2246,2194,2198,211,1124,1176,1298,1505,1580,1656,1653,17,-61,-579,-60,-376,-982,-1239,-64,228,1063,597,1238,1129,598,417,1589,-65,-65,-58,-66,-73,-56,-8,-21
"195",29620,NA,NA,"Lansing-East Lansing, MI","Metropolitan Statistical Area",464036,464032,464189,465984,466660,467828,469585,471076,474310,477656,157,1795,676,1168,1757,1491,3234,3346,1305,5281,5151,5227,5318,5325,5230,5266,763,3525,3384,3659,3712,3807,3704,3728,542,1756,1767,1568,1606,1518,1526,1538,416,1936,1898,1887,1978,2096,2138,2111,-815,-1891,-3022,-2303,-1797,-2105,-427,-293,-399,45,-1124,-416,181,-9,1711,1818,14,-6,33,16,-30,-18,-3,-10
"196",29700,NA,NA,"Laredo, TX","Metropolitan Statistical Area",250304,250304,251327,255598,259964,263962,267168,269795,272401,274794,1023,4271,4366,3998,3206,2627,2606,2393,1328,5499,5437,5501,5500,5421,5330,5253,307,1170,1258,1238,1277,1350,1375,1358,1021,4329,4179,4263,4223,4071,3955,3895,89,684,638,829,997,1208,1310,1319,-73,-719,-424,-1089,-2025,-2666,-2662,-2827,16,-35,214,-260,-1028,-1458,-1352,-1508,-14,-23,-27,-5,11,14,3,6
"197",29740,NA,NA,"Las Cruces, NM","Metropolitan Statistical Area",209233,209222,210114,212860,214050,213425,213200,213165,213874,215579,892,2746,1190,-625,-225,-35,709,1705,748,3385,3146,3069,2933,2922,2852,2883,396,1444,1491,1447,1519,1468,1507,1559,352,1941,1655,1622,1414,1454,1345,1324,-54,-22,49,81,213,303,297,294,564,838,-494,-2351,-1864,-1796,-931,96,510,816,-445,-2270,-1651,-1493,-634,390,30,-11,-20,23,12,4,-2,-9
"198",29820,NA,NA,"Las Vegas-Henderson-Paradise, NV","Metropolitan Statistical Area",1951269,1951269,1952906,1966521,1996290,2026056,2064991,2110330,2156724,2204079,1637,13615,29769,29766,38935,45339,46394,47355,6582,26877,26100,26311,26322,27105,27337,27449,3279,13600,13791,14431,14268,15299,16468,16867,3303,13277,12309,11880,12054,11806,10869,10582,1140,5561,5561,5819,6357,7355,7397,7221,-2735,-5021,11777,12059,20239,25921,28088,29414,-1595,540,17338,17878,26596,33276,35485,36635,-71,-202,122,8,285,257,40,138
"199",29940,NA,NA,"Lawrence, KS","Metropolitan Statistical Area",110826,110826,111224,112381,113215,114554,116323,117866,119492,120793,398,1157,834,1339,1769,1543,1626,1301,289,1232,1266,1221,1226,1258,1337,1318,119,607,592,711,664,677,715,651,170,625,674,510,562,581,622,667,117,530,590,573,646,690,698,696,108,16,-434,272,563,283,303,-58,225,546,156,845,1209,973,1001,638,3,-14,4,-16,-2,-11,3,-4
"200",30020,NA,NA,"Lawton, OK","Metropolitan Statistical Area",130291,130291,131579,132146,132442,130620,130572,129480,127311,127349,1288,567,296,-1822,-48,-1092,-2169,38,510,2249,2072,2065,1937,1974,1799,1749,217,1016,1049,1060,1075,1104,1178,1149,293,1233,1023,1005,862,870,621,600,161,252,857,403,311,467,278,179,762,-922,-1602,-3300,-1219,-2460,-3072,-736,923,-670,-745,-2897,-908,-1993,-2794,-557,72,4,18,70,-2,31,4,-5
"201",30140,NA,NA,"Lebanon, PA","Metropolitan Statistical Area",133568,133577,133628,134438,135468,135720,136510,137540,138557,139754,51,810,1030,252,790,1030,1017,1197,365,1704,1617,1668,1611,1611,1585,1583,381,1419,1394,1413,1362,1395,1498,1484,-16,285,223,255,249,216,87,99,51,385,527,550,636,662,678,678,36,160,303,-548,-76,175,255,426,87,545,830,2,560,837,933,1104,-20,-20,-23,-5,-19,-23,-3,-6
"202",30300,NA,NA,"Lewiston, ID-WA","Metropolitan Statistical Area",60888,60893,61044,61388,61400,61915,62017,62109,62406,62920,151,344,12,515,102,92,297,514,177,700,711,757,737,724,695,712,129,707,741,790,757,702,786,724,48,-7,-30,-33,-20,22,-91,-12,6,-8,-12,-7,-11,-10,-11,-10,98,361,62,555,140,85,400,538,104,353,50,548,129,75,389,528,-1,-2,-8,0,-7,-5,-1,-2
"203",30340,NA,NA,"Lewiston-Auburn, ME","Metropolitan Statistical Area",107702,107702,107690,107395,107495,107271,107290,107104,107269,107651,-12,-295,100,-224,19,-186,165,382,369,1340,1318,1287,1258,1265,1254,1241,251,1017,1021,1049,1010,1121,1093,1041,118,323,297,238,248,144,161,200,29,89,87,145,149,157,164,165,-157,-709,-275,-606,-367,-481,-158,23,-128,-620,-188,-461,-218,-324,6,188,-2,2,-9,-1,-11,-6,-2,-6
"204",30460,NA,NA,"Lexington-Fayette, KY","Metropolitan Statistical Area",472099,472102,473306,478570,484490,489413,494089,500528,506760,512650,1204,5264,5920,4923,4676,6439,6232,5890,1516,6268,6355,6282,6318,6251,6530,6425,838,3529,3529,3789,3784,4117,3957,3866,678,2739,2826,2493,2534,2134,2573,2559,232,1061,1189,1242,1550,1737,1771,1759,313,1439,1911,1199,635,2566,1882,1586,545,2500,3100,2441,2185,4303,3653,3345,-19,25,-6,-11,-43,2,6,-14
"205",30620,NA,NA,"Lima, OH","Metropolitan Statistical Area",106331,106326,106366,105975,105233,105025,104843,104093,103626,103198,40,-391,-742,-208,-182,-750,-467,-428,339,1319,1221,1289,1322,1250,1258,1242,220,1080,1067,1138,1064,1108,1117,1074,119,239,154,151,258,142,141,168,10,42,27,5,17,23,23,22,-80,-680,-933,-361,-450,-921,-630,-618,-70,-638,-906,-356,-433,-898,-607,-596,-9,8,10,-3,-7,6,-1,0
"206",30700,NA,NA,"Lincoln, NE","Metropolitan Statistical Area",302157,302157,302980,306746,310564,314522,319858,323481,327633,331519,823,3766,3818,3958,5336,3623,4152,3886,1092,4272,4224,4316,4234,4290,4202,4208,436,2185,2072,2193,2110,2335,2278,2222,656,2087,2152,2123,2124,1955,1924,1986,174,736,906,919,1169,1273,1270,1255,26,952,789,937,2013,431,955,654,200,1688,1695,1856,3182,1704,2225,1909,-33,-9,-29,-21,30,-36,3,-9
"207",30780,NA,NA,"Little Rock-North Little Rock-Conway, AR","Metropolitan Statistical Area",699757,699786,702245,710178,716876,722455,727363,730107,733461,738344,2459,7933,6698,5579,4908,2744,3354,4883,2395,9902,9756,9826,9751,9854,9524,9575,1520,5993,6079,6657,6290,6671,6661,6578,875,3909,3677,3169,3461,3183,2863,2997,217,661,1030,973,1047,1216,1134,1054,1306,3336,2024,1479,471,-1611,-638,848,1523,3997,3054,2452,1518,-395,496,1902,61,27,-33,-42,-71,-44,-5,-16
"208",30860,NA,NA,"Logan, UT-ID","Metropolitan Statistical Area",125442,125442,126156,127619,128656,129843,130784,132718,135689,138002,714,1463,1037,1187,941,1934,2971,2313,698,2725,2535,2573,2529,2560,2605,2651,121,589,571,618,620,616,607,617,577,2136,1964,1955,1909,1944,1998,2034,66,226,256,214,208,230,238,237,65,-902,-1190,-984,-1189,-224,733,49,131,-676,-934,-770,-981,6,971,286,6,3,7,2,13,-16,2,-7
"209",30980,NA,NA,"Longview, TX","Metropolitan Statistical Area",214369,214384,214731,216016,216693,216265,216445,217162,217314,217481,347,1285,677,-428,180,717,152,167,746,3096,3089,3042,2994,2999,2920,2853,420,2303,2147,2261,2277,2314,2259,2242,326,793,942,781,717,685,661,611,60,227,191,166,204,259,275,283,-17,287,-438,-1378,-745,-201,-783,-722,43,514,-247,-1212,-541,58,-508,-439,-22,-22,-18,3,4,-26,-1,-5
"210",31020,NA,NA,"Longview, WA","Metropolitan Statistical Area",102410,102408,102353,102291,101649,101481,101784,103020,104756,106910,-55,-62,-642,-168,303,1236,1736,2154,295,1251,1208,1143,1139,1239,1242,1278,296,941,1046,1055,1123,1155,1139,1129,-1,310,162,88,16,84,103,149,-2,14,32,48,47,62,62,62,-39,-391,-837,-297,258,1085,1573,1938,-41,-377,-805,-249,305,1147,1635,2000,-13,5,1,-7,-18,5,-2,5
"211",31080,NA,NA,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area",12828837,12828961,12841606,12939463,13041538,13132253,13209445,13283824,13328261,13353907,12645,97857,102075,90715,77192,74379,44437,25646,41038,170870,166996,168280,167330,167181,160326,160094,18117,75854,75787,78862,76374,79397,86422,87937,22921,95016,91209,89418,90956,87784,73904,72157,11337,53971,48935,49350,55763,62454,63693,63083,-21747,-50705,-36544,-46968,-68541,-75162,-93209,-109669,-10410,3266,12391,2382,-12778,-12708,-29516,-46586,134,-425,-1525,-1085,-986,-697,49,75
"212",31140,NA,NA,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area",1235708,1235706,1237565,1244490,1252357,1263269,1270951,1277992,1284848,1293953,1859,6925,7867,10912,7682,7041,6856,9105,3964,15948,15817,15637,15776,15878,15874,15791,2764,11432,11543,12031,11849,12425,12443,12024,1200,4516,4274,3606,3927,3453,3431,3767,427,1985,2272,2431,2632,2937,2989,2970,339,531,1414,4885,1280,814,463,2425,766,2516,3686,7316,3912,3751,3452,5395,-107,-107,-93,-10,-157,-163,-27,-57
"213",31180,NA,NA,"Lubbock, TX","Metropolitan Statistical Area",290805,290870,292226,295315,297902,301258,306233,310125,314013,316983,1356,3089,2587,3356,4975,3892,3888,2970,1121,4112,4005,4113,4395,4377,4391,4407,552,2344,2329,2423,2369,2603,2543,2628,569,1768,1676,1690,2026,1774,1848,1779,82,307,338,353,431,472,491,485,660,1031,581,1310,2486,1652,1545,709,742,1338,919,1663,2917,2124,2036,1194,45,-17,-8,3,32,-6,4,-3
"214",31340,NA,NA,"Lynchburg, VA","Metropolitan Statistical Area",252634,252660,253000,254183,255555,256752,257802,259072,260092,261254,340,1183,1372,1197,1050,1270,1020,1162,741,2864,2854,2820,2755,2849,2851,2867,651,2533,2474,2580,2512,2685,2560,2613,90,331,380,240,243,164,291,254,69,251,238,346,397,428,444,443,203,593,763,626,429,678,289,473,272,844,1001,972,826,1106,733,916,-22,8,-9,-15,-19,0,-4,-8
"215",31420,NA,NA,"Macon-Bibb County, GA","Metropolitan Statistical Area",232293,232286,232223,232728,232823,231290,230547,229919,229163,228914,-63,505,95,-1533,-743,-628,-756,-249,788,3135,3189,2955,2996,3020,2858,2811,608,2298,2226,2426,2253,2407,2464,2551,180,837,963,529,743,613,394,260,32,174,212,217,220,239,243,242,-259,-493,-1069,-2319,-1707,-1473,-1386,-750,-227,-319,-857,-2102,-1487,-1234,-1143,-508,-16,-13,-11,40,1,-7,-7,-1
"216",31460,NA,NA,"Madera, CA","Metropolitan Statistical Area",150865,150843,151037,151876,151900,151819,154103,154423,154966,156890,194,839,24,-81,2284,320,543,1924,573,2439,2378,2291,2261,2299,2200,2181,325,1014,1050,1045,1048,1058,1024,1004,248,1425,1328,1246,1213,1241,1176,1177,9,108,99,147,164,249,265,269,-57,-693,-1435,-1490,890,-1174,-899,483,-48,-585,-1336,-1343,1054,-925,-634,752,-6,-1,32,16,17,4,1,-5
"217",31540,NA,NA,"Madison, WI","Metropolitan Statistical Area",605435,605428,606578,613240,619909,626560,632924,639214,647432,654230,1150,6662,6669,6651,6364,6290,8218,6798,1919,7292,7341,7449,7523,7383,7411,7400,1025,4059,3973,4192,4347,4318,4219,4252,894,3233,3368,3257,3176,3065,3192,3148,299,1403,1475,1583,1768,1925,1965,1949,20,2008,1822,1815,1461,1343,3049,1706,319,3411,3297,3398,3229,3268,5014,3655,-63,18,4,-4,-41,-43,12,-5
